date,time,spot,bbZone,bbLower,bbMid,bbUpper,pctB,distLower,distUpper,tf15,tf5,tf3,tf1,tfPack,candle,spotChg1,callOiL,putOiL,callAct,putAct,oiDecision,stackedRule,note
2026-08-14,13:27,24338.7,BOTTOM,24339.54,24343.41,24347.29,-0.109,-0.8,-8.6,Bear,Bear,Bear,Flat,Mixed,red,-0.05,-3.18L,-1.79L,Call long unwind,Put short cover,WAIT,NO,"BB hit, TFs mixed"
2026-08-14,13:28,24338.95,BOTTOM,24338.93,24343.25,24347.56,0.002,0,-8.6,Bear,Bear,Bear,Flat,Mixed,green,0.25,+0.18L,+4.25L,Call long build,Put writing,CALL BUY,NO,"BB hit, TFs mixed"
2026-08-14,13:29,24341.75,BOTTOM,24338.9,24343.24,24347.57,0.329,2.8,-5.8,Bear,Bear,Bull,Bull,Mixed,green,2.8,+0.55L,+2.35L,Call long build,Put writing,WAIT,NO,"BB hit, TFs mixed"
2026-08-14,13:30,24340,BOTTOM,24338.56,24343.11,24347.66,0.159,1.4,-7.7,Bear,Bear,Bull,Bear,Mixed,red,-1.75,-0.53L,+0.23L,Call long unwind,Put buying,WAIT,NO,"BB hit, TFs mixed"
2026-08-14,13:31,24340,BOTTOM,24338.18,24342.91,24347.64,0.192,1.8,-7.6,Bear,Bull,Bull,Flat,Mixed,doji,0,+1.07L,-3.02L,Call flat,Put flat,WAIT,NO,"BB hit, TFs mixed"
2026-08-14,13:32,24338.9,BOTTOM,24337.65,24342.65,24347.66,0.125,1.3,-8.8,Bear,Flat,Bear,Bear,Mixed,red,-1.1,-0.02L,-0.20L,Call long unwind,Put short cover,WAIT,NO,"BB hit, TFs mixed"
2026-08-14,13:33,24334.55,BOTTOM,24336.11,24342.21,24348.32,-0.127,-1.6,-13.8,Bear,Bear,Bear,Bear,4Bear,red,-4.35,+0.01L,-6.61L,Call writing,Put short cover,WAIT,NO,Opposite: 4 Bear at BOTTOM
2026-08-14,13:34,24332.85,BOTTOM,24334.44,24341.58,24348.72,-0.111,-1.6,-15.9,Bear,Bear,Bear,Bear,4Bear,red,-1.7,-0.96L,-2.96L,Call long unwind,Put short cover,WAIT,NO,Opposite: 4 Bear at BOTTOM
2026-08-14,13:35,24330.25,BOTTOM,24332.39,24340.8,24349.21,-0.127,-2.1,-19,Bear,Bear,Bear,Bear,4Bear,red,-2.6,+1.02L,-5.16L,Call writing,Put short cover,WAIT,NO,Opposite: 4 Bear at BOTTOM
2026-08-14,13:36,24329,BOTTOM,24330.42,24339.97,24349.52,-0.075,-1.4,-20.5,Bear,Bear,Bear,Bear,4Bear,red,-1.25,-3.25L,-8.24L,Call long unwind,Put short cover,WAIT,NO,Opposite: 4 Bear at BOTTOM
2026-08-14,13:37,24330.2,BOTTOM,24328.99,24339.39,24349.79,0.058,1.2,-19.6,Bear,Bear,Bear,Bull,Mixed,green,1.2,+3.94L,-3.89L,Call long build,Put long unwind,WAIT,NO,"BB hit, TFs mixed"
2026-08-14,13:40,24348.3,TOP,24328.28,24338.83,24349.38,0.949,20,-1.1,Bull,Bull,Bull,Bull,4Bull,green,8.85,+0.07L,-5.64L,Call long build,Put long unwind,WAIT,NO,Opposite: 4 Bull at TOP
2026-08-14,13:41,24352.3,TOP,24327.35,24339.22,24351.1,1.051,25,1.2,Bull,Bull,Bull,Bull,4Bull,green,4,+4.33L,-9.91L,Call long build,Put long unwind,WAIT,NO,Opposite: 4 Bull at TOP
2026-08-14,13:42,24350.85,TOP,24326.83,24339.52,24352.22,0.946,24,-1.4,Bull,Bull,Bull,Bear,Mixed,red,-1.45,+1.14L,+3.13L,Call writing,Put buying,PUT BUY,NO,"BB hit, TFs mixed"
2026-08-14,13:43,24352.4,TOP,24326.17,24339.95,24353.72,0.952,26.2,-1.3,Bull,Bull,Bull,Bull,4Bull,green,1.55,-3.13L,+5.59L,Call short cover,Put writing,CALL BUY,NO,Opposite: 4 Bull at TOP
2026-08-14,13:44,24355.85,TOP,24325.2,24340.59,24355.97,0.996,30.6,-0.1,Bull,Bull,Bull,Bull,4Bull,green,3.45,-7.66L,+0.51L,Call short cover,Put writing,WAIT,NO,Opposite: 4 Bull at TOP
2026-08-14,13:45,24357.5,TOP,24324.24,24341.26,24358.28,0.977,33.3,-0.8,Bull,Bull,Bull,Bull,4Bull,green,1.65,-5.14L,-0.90L,Call short cover,Put long unwind,WAIT,NO,Opposite: 4 Bull at TOP
2026-08-14,13:46,24383.4,TOP,24318.52,24343.49,24368.46,1.299,64.9,14.9,Bull,Bull,Bull,Bull,4Bull,green,25.9,-8.54L,+5.25L,Call short cover,Put writing,CALL BUY,NO,Opposite: 4 Bull at TOP
2026-08-14,13:47,24389.55,TOP,24314.13,24346.03,24377.93,1.182,75.4,11.6,Bull,Bull,Bull,Bull,4Bull,green,6.15,-112.56L,-12.75L,Call short cover,Put long unwind,WAIT,NO,Opposite: 4 Bull at TOP
2026-08-14,13:48,24379.75,TOP,24313.17,24348.07,24382.98,0.954,66.6,-3.2,Bull,Bull,Bull,Bear,Mixed,red,-9.8,-24.29L,+11.02L,Call long unwind,Put buying,PUT BUY,NO,"BB hit, TFs mixed"
2026-08-14,14:13,24385.55,BOTTOM,24380.9,24391.72,24402.55,0.215,4.6,-17,Bear,Bear,Bear,Bear,4Bear,red,-2,-0.25L,+1.17L,Call long unwind,Put buying,WAIT,NO,Opposite: 4 Bear at BOTTOM
2026-08-14,14:15,24382.8,BOTTOM,24380.33,24391.56,24402.78,0.11,2.5,-20,Bear,Bear,Bear,Bear,4Bear,red,-3.7,+0.11L,-1.77L,Call writing,Put short cover,WAIT,NO,Opposite: 4 Bear at BOTTOM
2026-08-14,14:16,24384.15,BOTTOM,24380.53,24391.61,24402.69,0.163,3.6,-18.5,Bear,Bear,Bear,Bull,Mixed,green,1.35,-1.75L,+3.19L,Call short cover,Put writing,CALL BUY,NO,"BB hit, TFs mixed"
2026-08-14,14:18,24385.4,BOTTOM,24380.57,24391.61,24402.66,0.219,4.8,-17.3,Bear,Flat,Bull,Bear,Mixed,red,-2.5,+4.70L,-5.13L,Call writing,Put short cover,WAIT,NO,"BB hit, TFs mixed"
2026-08-14,14:19,24382.15,BOTTOM,24379.31,24391.06,24402.81,0.121,2.8,-20.7,Bear,Bear,Bear,Bear,4Bear,red,-3.25,-2.47L,+0.24L,Call long unwind,Put buying,WAIT,NO,Opposite: 4 Bear at BOTTOM
2026-08-14,14:20,24378.55,BOTTOM,24377.46,24390.22,24402.97,0.043,1.1,-24.4,Bear,Bear,Bear,Bear,4Bear,red,-3.6,-2.18L,+6.24L,Call long unwind,Put buying,PUT BUY,NO,Opposite: 4 Bear at BOTTOM
2026-08-14,14:21,24378.7,BOTTOM,24375.96,24389.34,24402.72,0.102,2.7,-24,Bear,Bear,Bear,Flat,Mixed,green,0.15,+0.41L,-0.91L,Call long build,Put long unwind,WAIT,NO,"BB hit, TFs mixed"
2026-08-14,14:22,24376.2,BOTTOM,24374.64,24388.11,24401.59,0.058,1.6,-25.4,Bear,Bear,Bear,Bear,4Bear,red,-2.5,+0.75L,-3.55L,Call writing,Put short cover,WAIT,NO,Opposite: 4 Bear at BOTTOM
2026-08-14,14:23,24373.1,BOTTOM,24373.27,24386.67,24400.06,-0.006,-0.2,-27,Bear,Bear,Bear,Bear,4Bear,red,-3.1,-2.28L,-4.12L,Call long unwind,Put short cover,WAIT,NO,Opposite: 4 Bear at BOTTOM
2026-08-14,14:24,24376.7,BOTTOM,24373.06,24385.46,24397.86,0.147,3.6,-21.2,Bear,Bear,Bear,Bull,Mixed,green,3.6,+0.09L,+0.17L,Call long build,Put writing,WAIT,NO,"BB hit, TFs mixed"
2026-08-14,14:25,24377.15,BOTTOM,24372.6,24384.53,24396.45,0.191,4.6,-19.3,Bear,Bear,Bull,Flat,Mixed,green,0.45,+1.75L,-0.39L,Call long build,Put long unwind,WAIT,NO,"BB hit, TFs mixed"
2026-08-14,14:27,24375.65,BOTTOM,24371.58,24382.92,24394.25,0.18,4.1,-18.6,Bear,Bear,Bear,Bear,4Bear,red,-2.15,+2.69L,-1.64L,Call writing,Put short cover,WAIT,NO,Opposite: 4 Bear at BOTTOM
2026-08-14,14:28,24371.45,BOTTOM,24370.27,24381.91,24393.54,0.051,1.2,-22.1,Bear,Bear,Bear,Bear,4Bear,red,-4.2,+0.73L,-0.53L,Call writing,Put short cover,WAIT,NO,Opposite: 4 Bear at BOTTOM
2026-08-14,14:29,24372.25,BOTTOM,24369.3,24381.01,24392.72,0.126,3,-20.5,Bear,Bear,Bear,Bull,Mixed,green,0.8,-4.87L,-2.53L,Call short cover,Put long unwind,WAIT,NO,"BB hit, TFs mixed"
2026-08-14,14:30,24372.5,BOTTOM,24368.73,24380.09,24391.45,0.166,3.8,-19,Bear,Bear,Bear,Flat,Mixed,green,0.25,-0.46L,-1.02L,Call short cover,Put long unwind,WAIT,NO,"BB hit, TFs mixed"
2026-08-14,14:31,24372.7,BOTTOM,24368.37,24379.24,24390.11,0.199,4.3,-17.4,Bear,Bear,Bull,Flat,Mixed,green,0.2,+1.21L,-1.53L,Call long build,Put long unwind,WAIT,NO,"BB hit, TFs mixed"
2026-08-14,14:32,24372.7,BOTTOM,24367.97,24378.5,24389.02,0.225,4.7,-16.3,Bear,Bear,Flat,Flat,Mixed,doji,0,-0.03L,-4.28L,Call flat,Put flat,WAIT,NO,"BB hit, TFs mixed"
2026-08-14,14:34,24371.7,BOTTOM,24367.33,24377.12,24386.92,0.223,4.4,-15.2,Bear,Bear,Bear,Bear,4Bear,red,-1.2,-2.23L,-1.88L,Call long unwind,Put short cover,WAIT,NO,Opposite: 4 Bear at BOTTOM
2026-08-14,14:36,24371.15,BOTTOM,24366.73,24375.97,24385.2,0.239,4.4,-14,Bear,Bear,Bear,Bear,4Bear,red,-1.55,+1.14L,-0.20L,Call writing,Put short cover,WAIT,NO,Opposite: 4 Bear at BOTTOM
2026-08-14,14:38,24367.45,BOTTOM,24367.68,24374.34,24381,-0.018,-0.2,-13.5,Bear,Bear,Bear,Bear,4Bear,red,-5.9,+4.10L,-3.97L,Call writing,Put short cover,WAIT,NO,Opposite: 4 Bear at BOTTOM
2026-08-14,14:39,24370.35,BOTTOM,24367.93,24373.75,24379.58,0.208,2.4,-9.2,Bear,Bear,Bear,Bull,Mixed,green,2.9,-0.94L,-0.49L,Call short cover,Put long unwind,WAIT,NO,"BB hit, TFs mixed"
2026-08-14,14:40,24369.15,BOTTOM,24367.56,24373.28,24379,0.139,1.6,-9.8,Bear,Bear,Bear,Bear,4Bear,red,-1.2,+1.70L,-4.03L,Call writing,Put short cover,WAIT,NO,Opposite: 4 Bear at BOTTOM
2026-08-14,14:41,24371.45,BOTTOM,24367.73,24372.92,24378.11,0.358,3.7,-6.7,Bear,Flat,Bull,Bull,Mixed,green,2.3,-1.32L,-6.57L,Call short cover,Put long unwind,WAIT,NO,"BB hit, TFs mixed"
2026-08-14,14:42,24372.8,TOP,24367.78,24372.75,24377.72,0.505,5,-4.9,Bear,Bear,Bull,Bull,Mixed,green,1.35,+2.21L,-1.80L,Call long build,Put long unwind,WAIT,NO,"BB hit, TFs mixed"
2026-08-14,14:43,24372.9,TOP,24367.77,24372.74,24377.71,0.516,5.1,-4.8,Bull,Bull,Bull,Flat,Mixed,green,0.1,+0.22L,-3.14L,Call long build,Put long unwind,WAIT,NO,"BB hit, TFs mixed"
2026-08-14,14:44,24371.05,BOTTOM,24367.79,24372.46,24377.13,0.349,3.3,-6.1,Bear,Bull,Flat,Bear,Mixed,red,-1.85,+1.24L,-6.72L,Call writing,Put short cover,WAIT,NO,"BB hit, TFs mixed"
2026-08-14,14:45,24369.45,BOTTOM,24367.76,24372.07,24376.39,0.196,1.7,-6.9,Bear,Flat,Bear,Bear,Mixed,red,-1.6,-0.63L,-2.83L,Call long unwind,Put short cover,WAIT,NO,"BB hit, TFs mixed"
2026-08-14,14:46,24371.45,BOTTOM,24368.33,24371.76,24375.18,0.455,3.1,-3.7,Bear,Flat,Bear,Bull,Mixed,green,2,-2.29L,-4.98L,Call short cover,Put long unwind,WAIT,NO,"BB hit, TFs mixed"
2026-08-14,14:47,24369.1,BOTTOM,24368.32,24371.43,24374.54,0.126,0.8,-5.4,Bear,Bear,Bear,Bear,4Bear,red,-2.35,+2.42L,-3.06L,Call writing,Put short cover,WAIT,NO,Opposite: 4 Bear at BOTTOM
